id,text,intent_type,urgency,help_type,user_role,expected_match
need_114,4个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,警告,家长,安全防护
need_115,8个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_116,1岁的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_117,5岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_118,2岁的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,建议,家长,安全防护
need_119,6个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_120,2岁的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_121,6个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,警告,家长,安全防护
need_122,3岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_123,3岁的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_124,3岁的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_125,4个月的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_126,4个月的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_127,8个月的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_128,10个月的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_129,10个月的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,建议,家长,安全防护
need_130,6个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,建议,家长,安全防护
need_131,2岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_132,4个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_133,4个月的孩子发烧到38.5度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_134,8个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,建议,家长,安全防护
need_135,5岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_136,3岁的孩子摔下床后该观察哪些危险信号,育儿咨询,高,警告,家长,安全防护
need_137,1岁的孩子拉肚子很稀要怎么预防脱水,育儿咨询,高,建议,家长,疾病护理
need_138,10个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_139,5岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_140,2个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_141,3岁的孩子发烧到39.2度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_142,3岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_143,2个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,建议,家长,安全防护
need_144,新生儿的孩子拉肚子很稀要怎么预防脱水,育儿咨询,高,建议,家长,疾病护理
need_145,2个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_146,2个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_147,8个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_148,8个月的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,警告,家长,安全防护
need_149,4个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_150,2岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_151,6个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_152,新生儿的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_153,1岁的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_154,10个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_155,1岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_156,1岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_157,1岁的孩子发烧到38.5度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_158,8个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_159,1岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_160,10个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_161,1岁的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_162,10个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_163,2岁的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_164,6个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_165,1岁的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_166,3岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_167,新生儿的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_168,1岁的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_169,5岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_170,6个月的孩子拉肚子很稀要怎么预防脱水,育儿咨询,高,建议,家长,疾病护理
need_171,2岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_172,2岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_173,新生儿的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_174,4个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_175,8个月的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_176,10个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_177,8个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_178,1岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_179,3岁的孩子发烧到38.5度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_180,6个月的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_181,5岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_182,8个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_183,3岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_184,4个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_185,1岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,警告,家长,安全防护
need_186,6个月的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,警告,家长,安全防护
need_187,2个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_188,2个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_189,2岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_190,2岁的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_191,10个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_192,2个月的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_193,6个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_194,3岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_195,8个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,急救,家长,安全防护
need_196,1岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_197,8个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_198,3岁的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_199,1岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_200,6个月的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,警告,家长,安全防护
need_201,10个月的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,建议,家长,安全防护
need_202,2岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_203,新生儿的孩子摔下床后该观察哪些危险信号,育儿咨询,高,急救,家长,安全防护
need_204,2岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_205,10个月的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_206,5岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,警告,家长,安全防护
need_207,4个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,建议,家长,安全防护
need_208,2岁的孩子拉肚子很稀要怎么预防脱水,育儿咨询,高,建议,家长,疾病护理
need_209,5岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_210,8个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_211,6个月的孩子发烧到39.2度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_212,5岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,急救,家长,安全防护
need_213,8个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_214,2个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_215,3岁的孩子发烧到38.5度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_216,8个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_217,5岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_218,3岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,急救,家长,安全防护
need_219,新生儿的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_220,3岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_221,3岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_222,6个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_223,3岁的孩子摔下床后该观察哪些危险信号,育儿咨询,高,建议,家长,安全防护
need_224,6个月的孩子摔下床后该观察哪些危险信号,育儿咨询,高,建议,家长,安全防护
need_225,新生儿的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_226,8个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_227,6个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_228,3岁的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,建议,家长,安全防护
need_229,新生儿的孩子发烧到39.2度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_230,3岁的孩子发烧到39.2度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_231,1岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_232,8个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_233,新生儿的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_234,6个月的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,急救,家长,安全防护
need_235,2个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_236,2岁的孩子摔下床后该观察哪些危险信号,育儿咨询,高,急救,家长,安全防护
need_237,2岁的孩子发烧到39.2度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_238,5岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_239,新生儿的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_240,1岁的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_241,4个月的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_242,8个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_243,8个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_244,1岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_245,6个月的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_246,1岁的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_247,新生儿的孩子发烧到38.5度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_248,8个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_249,1岁的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_250,1岁的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,急救,家长,安全防护
need_251,6个月的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_252,4个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_253,8个月的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_254,3岁的孩子摔下床后该观察哪些危险信号,育儿咨询,高,建议,家长,安全防护
need_255,1岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,低,建议,家长,发育行为
need_256,5岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_257,新生儿的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_258,新生儿的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,建议,家长,安全防护
need_259,1岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_260,6个月的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_261,3岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_262,2岁的孩子摔下床后该观察哪些危险信号,育儿咨询,高,警告,家长,安全防护
need_263,2岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_264,1岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,高,建议,家长,疾病护理
need_265,3岁的孩子拉肚子很稀要怎么预防脱水,育儿咨询,高,建议,家长,疾病护理
need_266,2个月的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,警告,家长,安全防护
need_267,1岁的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,高,建议,家长,疾病护理
need_268,新生儿的孩子打疫苗后红肿发热怎么办,育儿咨询,中,建议,家长,疫苗保健
need_269,1岁的孩子发烧到39.2度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_270,2个月的孩子发烧到37.8度需不需要吃退烧药,育儿咨询,中,建议,家长,疾病护理
need_271,6个月的孩子拉肚子很稀要怎么预防脱水,育儿咨询,高,建议,家长,疾病护理
need_272,1岁的孩子拉肚子很稀要怎么预防脱水,育儿咨询,中,建议,家长,疾病护理
need_273,1岁的孩子夜里频繁夜醒怎么调整作息,育儿咨询,低,建议,家长,睡眠安抚
need_274,10个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_275,新生儿的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,低,建议,家长,喂养护理
need_276,4个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_277,1岁的孩子能不能给孩子吃蜂蜜或整颗坚果,育儿咨询,高,建议,家长,安全防护
need_278,2岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_279,3岁的孩子咳嗽有痰能不能自己吃止咳药,育儿咨询,中,建议,家长,疾病护理
need_280,2个月的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_281,1岁的孩子添加辅食后出现皮疹是不是过敏,育儿咨询,中,建议,家长,喂养护理
need_282,3岁的孩子总看手机电视怎么控制屏幕时间,育儿咨询,中,建议,家长,发育行为
need_283,8个月的孩子夜里频繁夜醒怎么调整作息,育儿咨询,中,建议,家长,睡眠安抚
need_284,3岁的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,警告,家长,安全防护
need_285,2个月的孩子误吃了少量洗洁精该怎么办,育儿咨询,高,急救,家长,安全防护
