id,text,intent_type,urgency,help_type,user_role,expected_match
need_e105,记性变差老忘事，是不是需要做认知筛查,健康咨询,高,康复指导,老人,认知/记忆
need_e106,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,低,评估建议,老人,消化
need_e107,血压老是160/100，头晕要不要调整药,用药咨询,高,营养建议,老人,心血管/高血压
need_e108,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,高,安全建议,老人,糖尿病
need_e109,晚上失眠，白天没精神，有哪些非药物办法（川渝口吻）,健康咨询,中,方法建议,老人,睡眠
need_e110,起夜多导致睡不好，应该看哪个科,健康咨询,中,用药建议,老人,用药安全
need_e111,记性变差老忘事，是不是需要做认知筛查,健康咨询,低,康复建议,老人,认知/记忆
need_e112,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,高,症状分析,老人,其他常见症状
need_e113,血压老是150/95，头晕要不要调整药,用药咨询,高,非药物方法,老人,心血管/高血压
need_e114,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,高,护理建议,老人,其他常见症状
need_e115,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,高,紧急判断,老人,认知/记忆
need_e116,晚上失眠，白天没精神，有哪些非药物办法（川渝口吻）,健康咨询,高,用药建议,老人,睡眠
need_e117,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,高,康复建议,老人,消化
need_e118,记性变差老忘事，是不是需要做认知筛查,健康咨询,中,用药安全,老人,认知/记忆
need_e119,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,高,方法建议,老人,糖尿病
need_e120,膝盖痛上下楼困难，有哪些不伤膝的锻炼（川渝口吻）,健康咨询,高,康复指导,老人,骨关节
need_e121,吃多种药怕相互影响，怎么做用药复核,用药咨询,中,症状分析,老人,用药安全
need_e122,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,高,用药安全,老人,糖尿病
need_e123,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,中,情感疏导,老人,睡眠
need_e124,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,中,安全建议,老人,糖尿病
need_e125,记性变差老忘事，是不是需要做认知筛查,健康咨询,高,就医建议,老人,认知/记忆
need_e126,便秘好几天了，吃啥更安全有效,健康咨询,低,就医判断,老人,消化
need_e127,起夜多导致睡不好，应该看哪个科,健康咨询,低,康复指导,老人,心理健康
need_e128,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,高,用药安全,老人,糖尿病
need_e129,吃多种药怕相互影响，怎么做用药复核,用药咨询,中,康复建议,老人,用药安全
need_e130,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,低,症状分析,老人,认知/记忆
need_e131,眼睛看东西雾蒙蒙的，要不要看眼科,健康咨询,高,症状分析,老人,感官
need_e132,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,低,用药建议,老人,其他常见症状
need_e133,便秘好几天了，吃啥更安全有效,健康咨询,中,非药物方法,老人,消化
need_e134,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,中,护理建议,老人,糖尿病
need_e135,便秘好几天了，吃啥更安全有效,健康咨询,低,营养建议,老人,消化
need_e136,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,低,康复建议,老人,睡眠
need_e137,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,中,护理建议,老人,认知/记忆
need_e138,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,高,方法建议,老人,认知/记忆
need_e139,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,高,用药安全,老人,感官
need_e140,晚上失眠，白天没精神，有哪些非药物办法（川渝口吻）,健康咨询,中,就医判断,老人,睡眠
need_e141,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,中,非药物方法,老人,糖尿病
need_e142,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,高,营养建议,老人,消化
need_e143,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,低,紧急判断,老人,感官
need_e144,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,低,方法建议,老人,睡眠
need_e145,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,中,就医建议,老人,睡眠
need_e146,眼睛看东西雾蒙蒙的，要不要看眼科,健康咨询,中,营养建议,老人,感官
need_e147,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,低,饮食指导,老人,睡眠
need_e148,便秘好几天了，吃啥更安全有效,健康咨询,高,护理建议,老人,消化
need_e149,便秘好几天了，吃啥更安全有效,健康咨询,低,评估建议,老人,消化
need_e150,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,低,安全建议,老人,认知/记忆
need_e151,血压老是150/95，头晕要不要调整药（川渝口吻）,用药咨询,中,就医判断,老人,心血管/高血压
need_e152,眼睛看东西雾蒙蒙的，要不要看眼科,健康咨询,中,症状分析,老人,感官
need_e153,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,高,康复指导,老人,糖尿病
need_e154,记性变差老忘事，是不是需要做认知筛查,健康咨询,低,方法建议,老人,认知/记忆
need_e155,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,中,安全建议,老人,心血管/高血压
need_e156,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,高,症状分析,老人,糖尿病
need_e157,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,中,症状分析,老人,其他常见症状
need_e158,膝盖痛上下楼困难，有哪些不伤膝的锻炼,健康咨询,低,就医判断,老人,骨关节
need_e159,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,护理建议,老人,用药安全
need_e160,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,低,就医判断,老人,认知/记忆
need_e161,起夜多导致睡不好，应该看哪个科,健康咨询,低,情感疏导,老人,疼痛
need_e162,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,低,方法建议,老人,感官
need_e163,膝盖痛上下楼困难，有哪些不伤膝的锻炼（川渝口吻）,健康咨询,高,营养建议,老人,骨关节
need_e164,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,高,方法建议,老人,糖尿病
need_e165,血压老是160/100，头晕要不要调整药,用药咨询,中,用药建议,老人,心血管/高血压
need_e166,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,高,紧急判断,老人,感官
need_e167,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,低,营养建议,老人,其他常见症状
need_e168,便秘好几天了，吃啥更安全有效,健康咨询,低,康复建议,老人,消化
need_e169,血压老是160/100，头晕要不要调整药（川渝口吻）,用药咨询,中,症状分析,老人,心血管/高血压
need_e170,眼睛看东西雾蒙蒙的，要不要看眼科,健康咨询,低,康复建议,老人,感官
need_e171,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,中,康复建议,老人,糖尿病
need_e172,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,高,情感疏导,老人,心血管/高血压
need_e173,血压老是150/95，头晕要不要调整药（川渝口吻）,用药咨询,中,非药物方法,老人,心血管/高血压
need_e174,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,护理建议,老人,用药安全
need_e175,膝盖痛上下楼困难，有哪些不伤膝的锻炼（川渝口吻）,健康咨询,中,紧急判断,老人,骨关节
need_e176,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,中,康复指导,老人,睡眠
need_e177,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,高,营养建议,老人,睡眠
need_e178,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,中,康复建议,老人,糖尿病
need_e179,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,中,方法建议,老人,心血管/高血压
need_e180,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,高,非药物方法,老人,感官
need_e181,起夜多导致睡不好，应该看哪个科,健康咨询,中,评估建议,老人,认知/记忆
need_e182,膝盖痛上下楼困难，有哪些不伤膝的锻炼,健康咨询,低,用药安全,老人,骨关节
need_e183,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,饮食指导,老人,用药安全
need_e184,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,中,就医建议,老人,感官
need_e185,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,高,非药物方法,老人,睡眠
need_e186,眼睛看东西雾蒙蒙的，要不要看眼科,健康咨询,低,方法建议,老人,感官
need_e187,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,中,情感疏导,老人,认知/记忆
need_e188,血压老是150/95，头晕要不要调整药（川渝口吻）,用药咨询,中,安全建议,老人,心血管/高血压
need_e189,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,中,用药建议,老人,感官
need_e190,便秘好几天了，吃啥更安全有效,健康咨询,高,用药建议,老人,消化
need_e191,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,高,紧急判断,老人,感官
need_e192,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,中,症状分析,老人,认知/记忆
need_e193,膝盖痛上下楼困难，有哪些不伤膝的锻炼（川渝口吻）,健康咨询,低,饮食指导,老人,骨关节
need_e194,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,护理建议,老人,用药安全
need_e195,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,饮食指导,老人,用药安全
need_e196,膝盖痛上下楼困难，有哪些不伤膝的锻炼,健康咨询,中,非药物方法,老人,骨关节
need_e197,起夜多导致睡不好，应该看哪个科,健康咨询,中,就医建议,老人,感官
need_e198,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,高,非药物方法,老人,认知/记忆
need_e199,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,中,就医建议,老人,糖尿病
need_e200,膝盖痛上下楼困难，有哪些不伤膝的锻炼（川渝口吻）,健康咨询,高,紧急判断,老人,骨关节
need_e201,血压老是160/100，头晕要不要调整药,用药咨询,高,用药建议,老人,心血管/高血压
need_e202,血压老是140/90，头晕要不要调整药,用药咨询,中,安全建议,老人,心血管/高血压
need_e203,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,中,评估建议,老人,糖尿病
need_e204,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,高,营养建议,老人,消化
need_e205,血压老是140/90，头晕要不要调整药（川渝口吻）,用药咨询,高,用药建议,老人,心血管/高血压
need_e206,血压老是140/90，头晕要不要调整药,用药咨询,高,安全建议,老人,心血管/高血压
need_e207,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,营养建议,老人,用药安全
need_e208,起夜多导致睡不好，应该看哪个科,健康咨询,中,营养建议,老人,糖尿病
need_e209,晚上失眠，白天没精神，有哪些非药物办法（川渝口吻）,健康咨询,中,护理建议,老人,睡眠
need_e210,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,高,就医建议,老人,糖尿病
need_e211,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,高,症状分析,老人,消化
need_e212,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,高,紧急判断,老人,糖尿病
need_e213,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,高,康复建议,老人,感官
need_e214,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,中,营养建议,老人,感官
need_e215,记性变差老忘事，是不是需要做认知筛查,健康咨询,中,用药建议,老人,认知/记忆
need_e216,晚上失眠，白天没精神，有哪些非药物办法（川渝口吻）,健康咨询,低,方法建议,老人,睡眠
need_e217,便秘好几天了，吃啥更安全有效,健康咨询,中,紧急判断,老人,消化
need_e218,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,中,护理建议,老人,睡眠
need_e219,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,康复建议,老人,用药安全
need_e220,起夜多导致睡不好，应该看哪个科,健康咨询,中,用药安全,老人,其他常见症状
need_e221,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,中,就医判断,老人,疼痛
need_e222,记性变差老忘事，是不是需要做认知筛查,健康咨询,低,营养建议,老人,认知/记忆
need_e223,血压老是140/90，头晕要不要调整药,用药咨询,中,评估建议,老人,心血管/高血压
need_e224,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,高,安全建议,老人,消化
need_e225,便秘好几天了，吃啥更安全有效,健康咨询,高,非药物方法,老人,消化
need_e226,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,中,安全建议,老人,感官
need_e227,记性变差老忘事，是不是需要做认知筛查（川渝口吻）,健康咨询,中,用药建议,老人,认知/记忆
need_e228,吃多种药怕相互影响，怎么做用药复核,用药咨询,高,用药安全,老人,用药安全
need_e229,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,低,症状分析,老人,睡眠
need_e230,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,高,症状分析,老人,用药安全
need_e231,膝盖痛上下楼困难，有哪些不伤膝的锻炼,健康咨询,高,用药安全,老人,骨关节
need_e232,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,高,安全建议,老人,糖尿病
need_e233,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,低,非药物方法,老人,其他常见症状
need_e234,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,中,紧急判断,老人,糖尿病
need_e235,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,中,营养建议,老人,睡眠
need_e236,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,中,方法建议,老人,心理健康
need_e237,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,中,症状分析,老人,骨关节
need_e238,吃多种药怕相互影响，怎么做用药复核,用药咨询,中,紧急判断,老人,用药安全
need_e239,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,高,紧急判断,老人,糖尿病
need_e240,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,高,康复指导,老人,用药安全
need_e241,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,高,就医判断,老人,用药安全
need_e242,便秘好几天了，吃啥更安全有效,健康咨询,高,康复指导,老人,消化
need_e243,走路腿没劲走一会就要歇，可能是什么原因,健康咨询,中,非药物方法,老人,用药安全
need_e244,起夜多导致睡不好，应该看哪个科,健康咨询,高,营养建议,老人,心血管/高血压
need_e245,血糖波动大，饮食已经很注意了怎么稳定（川渝口吻）,健康咨询,中,护理建议,老人,糖尿病
need_e246,起夜多导致睡不好，应该看哪个科（川渝口吻）,健康咨询,中,情感疏导,老人,糖尿病
need_e247,血压老是160/100，头晕要不要调整药（川渝口吻）,用药咨询,中,用药建议,老人,心血管/高血压
need_e248,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,低,就医建议,老人,消化
need_e249,膝盖痛上下楼困难，有哪些不伤膝的锻炼（川渝口吻）,健康咨询,中,营养建议,老人,骨关节
need_e250,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,用药安全,老人,用药安全
need_e251,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,中,康复建议,老人,感官
need_e252,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,高,方法建议,老人,感官
need_e253,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,中,评估建议,老人,消化
need_e254,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,评估建议,老人,用药安全
need_e255,血压老是160/100，头晕要不要调整药,用药咨询,高,用药安全,老人,心血管/高血压
need_e256,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,用药安全,老人,用药安全
need_e257,血压老是140/90，头晕要不要调整药,用药咨询,高,营养建议,老人,心血管/高血压
need_e258,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,高,非药物方法,老人,消化
need_e259,血糖波动大，饮食已经很注意了怎么稳定,健康咨询,中,就医判断,老人,糖尿病
need_e260,血压老是160/100，头晕要不要调整药（川渝口吻）,用药咨询,高,护理建议,老人,心血管/高血压
need_e261,血压老是140/90，头晕要不要调整药,用药咨询,中,康复指导,老人,心血管/高血压
need_e262,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,低,症状分析,老人,睡眠
need_e263,起夜多导致睡不好，应该看哪个科,健康咨询,低,评估建议,老人,感官
need_e264,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,中,方法建议,老人,睡眠
need_e265,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,中,非药物方法,老人,消化
need_e266,便秘好几天了，吃啥更安全有效（川渝口吻）,健康咨询,高,评估建议,老人,消化
need_e267,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,中,评估建议,老人,感官
need_e268,吃多种药怕相互影响，怎么做用药复核,用药咨询,中,就医判断,老人,用药安全
need_e269,晚上失眠，白天没精神，有哪些非药物办法（川渝口吻）,健康咨询,中,情感疏导,老人,睡眠
need_e270,膝盖痛上下楼困难，有哪些不伤膝的锻炼,健康咨询,低,情感疏导,老人,骨关节
need_e271,眼睛看东西雾蒙蒙的，要不要看眼科（川渝口吻）,健康咨询,中,营养建议,老人,感官
need_e272,走路腿没劲走一会就要歇，可能是什么原因（川渝口吻）,健康咨询,高,康复指导,老人,疼痛
need_e273,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,高,紧急判断,老人,用药安全
need_e274,晚上失眠，白天没精神，有哪些非药物办法,健康咨询,低,方法建议,老人,睡眠
need_e275,吃多种药怕相互影响，怎么做用药复核（川渝口吻）,用药咨询,中,紧急判断,老人,用药安全
