id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags,dialect
exp_p055,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,97,81,94,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p056,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,97,77,94,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话+动作
exp_p057,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,100,78,87,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话+动作
exp_p058,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,94,93,97,safe,"['睡眠', '18月', '作息', '安全']",普通话
exp_p059,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,97,88,97,safe,"['喂养', '4月', '辅食', '营养']",普通话+动作
exp_p060,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,94,88,98,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p061,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,100,94,90,safe,"['睡眠', '4月', '作息', '安全']",普通话
exp_p062,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,100,83,90,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p063,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,95,87,87,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p064,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,96,78,96,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p065,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,99,93,93,safe,"['卫生', '洗手', '预防', '感染']",普通话+动作
exp_p066,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,100,92,90,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p067,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,95,82,92,safe,"['发热护理', '就医', '安全用药', '10月']",普通话
exp_p068,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,100,80,97,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p069,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,94,91,93,safe,"['睡眠', '18月', '作息', '安全']",普通话+动作
exp_p070,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,95,91,94,safe,"['喂养', '24月', '辅食', '营养']",川渝
exp_p071,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,96,87,97,safe,"['睡眠', '6月', '作息', '安全']",普通话
exp_p072,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,94,90,91,safe,"['睡眠', '2月', '作息', '安全']",川渝
exp_p073,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,95,98,93,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p074,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,知识启蒙,98,88,87,safe,"['发育', '互动', '习惯', '10月']",普通话
exp_p075,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,100,83,93,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p076,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,94,85,88,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p077,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,行为培养,91,86,93,safe,"['发育', '互动', '习惯', '48月']",川渝
exp_p078,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,94,84,89,safe,"['发热护理', '就医', '安全用药', '0月']",川渝
exp_p079,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,92,83,95,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话+动作
exp_p080,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,94,79,95,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p081,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,93,82,90,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p082,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,行为培养,95,86,97,safe,"['发育', '互动', '习惯', '1月']",普通话
exp_p083,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,97,86,98,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p084,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,96,94,92,safe,"['睡眠', '48月', '作息', '安全']",普通话+动作
exp_p085,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,98,91,93,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p086,2岁以内尽量避免屏幕时间，优先用亲子阅读、户外探索和游戏促进专注与社交发展,育儿,知识启蒙,95,91,92,safe,"['发育', '互动', '习惯', '4月']",普通话
exp_p087,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,100,80,93,safe,"['安全', '防误食', '防溺水', '急救']",川渝
exp_p088,2岁以内尽量避免屏幕时间，优先用亲子阅读、户外探索和游戏促进专注与社交发展,育儿,知识启蒙,94,89,87,safe,"['发育', '互动', '习惯', '10月']",普通话
exp_p089,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,98,86,92,safe,"['喂养', '12月', '辅食', '营养']",普通话
exp_p090,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,98,83,92,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p091,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,99,90,90,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p092,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,99,83,93,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p093,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,99,91,97,safe,"['发热护理', '就医', '安全用药', '8月']",普通话
exp_p094,5个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,96,91,89,safe,"['喂养', '5月', '辅食', '营养']",普通话
exp_p095,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,知识启蒙,96,82,91,safe,"['发育', '互动', '习惯', '10月']",普通话
exp_p096,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,100,89,94,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p097,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,95,94,94,safe,"['喂养', '36月', '辅食', '营养']",普通话
exp_p098,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,100,87,100,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p099,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,97,84,95,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p100,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,97,88,95,safe,"['喂养', '10月', '辅食', '营养']",川渝
exp_p101,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,94,85,99,safe,"['喂养', '4月', '辅食', '营养']",普通话+动作
exp_p102,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,100,88,96,safe,"['安全', '防误食', '防溺水', '急救']",川渝
exp_p103,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,96,91,95,safe,"['喂养', '36月', '辅食', '营养']",川渝
exp_p104,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,100,89,92,safe,"['发热护理', '就医', '安全用药', '18月']",普通话
exp_p105,2个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,97,93,98,safe,"['喂养', '2月', '辅食', '营养']",普通话+动作
