id,text,label
cred_p078,误区：宝宝烫伤后涂牙膏或酱油（危险，不推荐）,风险经验
cred_p079,误区：给宝宝嚼饭喂，好消化（危险，不推荐）,风险经验
cred_p080,误区：宝宝被鱼刺卡住可以吞饭团压下去（危险，不推荐）,风险经验
cred_p081,误区：用风油精或清凉油给宝宝驱蚊（危险，不推荐）,风险经验
cred_p082,误区：宝宝摔倒后马上抱起来揉一揉（危险，不推荐）,风险经验
cred_p083,误区：给新生儿枕定型枕睡头型（危险，不推荐）,风险经验
cred_p084,误区：宝宝轻微烫伤可以涂蛋清（危险，不推荐）,风险经验
cred_p085,误区：用嘴吸宝宝鼻子通鼻塞（危险，不推荐）,风险经验
cred_p086,误区：给宝宝喂珍珠粉能压惊（危险，不推荐）,风险经验
cred_p087,误区：宝宝流鼻血时让他仰头（危险，不推荐）,风险经验
cred_p088,误区：给宝宝睡软床垫舒服（危险，不推荐）,风险经验
cred_p089,误区：宝宝长马牙要用针挑破（危险，不推荐）,风险经验
cred_p090,误区：用白酒给宝宝物理降温（危险，不推荐）,风险经验
cred_p091,误区：给宝宝穿开裆裤透气（危险，不推荐）,风险经验
cred_p092,误区：宝宝轻微咳嗽可以吃止咳药（危险，不推荐）,风险经验
cred_p093,误区：新生儿挤乳头，不然会凹陷（危险，不推荐）,风险经验
cred_p094,误区：给宝宝吃磨牙饼干代替刷牙（危险，不推荐）,风险经验
cred_p095,误区：宝宝发烧时用冰袋敷额头（危险，不推荐）,风险经验
cred_p096,误区：给宝宝用成人的感冒药减量吃（危险，不推荐）,风险经验
cred_p097,误区：新生儿捆蜡烛包睡得安稳（危险，不推荐）,风险经验
cred_p098,误区：宝宝有湿疹要少洗澡保持干燥（危险，不推荐）,风险经验
cred_p099,误区：给宝宝吃安宫牛黄丸预防惊厥（危险，不推荐）,风险经验
cred_p100,误区：宝宝摔到头后只要没哭就没事（危险，不推荐）,风险经验
cred_p101,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p102,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p103,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p104,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p105,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p106,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p107,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p108,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p109,说法：听说用盐水洗鼻子能预防感冒（证据不足，仅供参考）,待验证经验
cred_p110,说法：听说用白醋泡脚能去湿气（证据不足，仅供参考）,待验证经验
cred_p111,婴儿睡眠建议仰卧、硬床垫，床内不放枕头被褥和毛绒玩具，可降低窒息与婴儿猝死风险,科学经验
cred_p112,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p113,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p114,说法：听说贴生姜片在脚心能止咳（证据不足，仅供参考）,待验证经验
cred_p115,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p116,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p117,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p118,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p119,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p120,误区：一岁以下宝宝咳嗽可以喂蜂蜜止咳（危险，不推荐）,风险经验
cred_p121,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p122,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p123,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p124,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p125,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p126,误区：宝宝感冒了用抗生素好得快（危险，不推荐）,风险经验
cred_p127,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p128,说法：听说姜汤能发汗退烧（证据不足，仅供参考）,待验证经验
cred_p129,说法：听说用盐水洗鼻子能预防感冒（证据不足，仅供参考）,待验证经验
cred_p130,误区：宝宝烫伤后涂牙膏或酱油更快好（危险，不推荐）,风险经验
cred_p131,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p132,误区：宝宝烫伤后涂牙膏或酱油更快好（危险，不推荐）,风险经验
cred_p133,误区：给宝宝用成人的感冒药减量吃就可以（危险，不推荐）,风险经验
cred_p134,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p135,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p136,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p137,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p138,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p139,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p140,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p141,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p142,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p143,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p144,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p145,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p146,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p147,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p148,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p149,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p150,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p151,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p152,说法：听说用盐水洗鼻子能预防感冒（证据不足，仅供参考）,待验证经验
cred_p153,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p154,婴儿睡眠建议仰卧、硬床垫，床内不放枕头被褥和毛绒玩具，可降低窒息与婴儿猝死风险,科学经验
cred_p155,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p156,婴儿睡眠建议仰卧、硬床垫，床内不放枕头被褥和毛绒玩具，可降低窒息与婴儿猝死风险,科学经验
cred_p157,说法：听说贴生姜片在脚心能止咳（证据不足，仅供参考）,待验证经验
cred_p158,说法：听说贴生姜片在脚心能止咳（证据不足，仅供参考）,待验证经验
cred_p159,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p160,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p161,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p162,误区：宝宝烫伤后涂牙膏或酱油更快好（危险，不推荐）,风险经验
cred_p163,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p164,说法：听说用花椒水泡脚能治感冒（证据不足，仅供参考）,待验证经验
cred_p165,说法：听说用花椒水泡脚能治感冒（证据不足，仅供参考）,待验证经验
cred_p166,婴儿睡眠建议仰卧、硬床垫，床内不放枕头被褥和毛绒玩具，可降低窒息与婴儿猝死风险,科学经验
cred_p167,误区：宝宝发烧可以用酒精擦身体（危险，不推荐）,风险经验
cred_p168,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p169,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p170,误区：宝宝腹泻要马上止泻，吃止泻药就行（危险，不推荐）,风险经验
cred_p171,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p172,婴儿睡眠建议仰卧、硬床垫，床内不放枕头被褥和毛绒玩具，可降低窒息与婴儿猝死风险,科学经验
cred_p173,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p174,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p175,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p176,说法：听说姜汤能发汗退烧（证据不足，仅供参考）,待验证经验
cred_p177,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p178,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p179,说法：听说用醋熏能给房间消毒（证据不足，仅供参考）,待验证经验
cred_p180,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p181,误区：新生儿喂黄连水可以去胎毒（危险，不推荐）,风险经验
cred_p182,误区：给宝宝用成人的感冒药减量吃就可以（危险，不推荐）,风险经验
cred_p183,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p184,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p185,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p186,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p187,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p188,误区：一岁以下宝宝咳嗽可以喂蜂蜜止咳（危险，不推荐）,风险经验
cred_p189,说法：听说用白醋泡脚能去湿气（证据不足，仅供参考）,待验证经验
cred_p190,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p191,误区：宝宝发烧要捂汗，出汗就退烧了（危险，不推荐）,风险经验
cred_p192,误区：宝宝腹泻要马上止泻，吃止泻药就行（危险，不推荐）,风险经验
cred_p193,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p194,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p195,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p196,说法：听说用醋熏能给房间消毒（证据不足，仅供参考）,待验证经验
cred_p197,说法：听说姜汤能发汗退烧（证据不足，仅供参考）,待验证经验
cred_p198,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p199,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p200,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p201,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p202,说法：听说用金银花煮水洗澡能治湿疹（证据不足，仅供参考）,待验证经验
cred_p203,说法：听说姜汤能发汗退烧（证据不足，仅供参考）,待验证经验
cred_p204,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p205,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p206,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p207,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p208,误区：宝宝烫伤后涂牙膏或酱油更快好（危险，不推荐）,风险经验
cred_p209,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p210,说法：听说姜汤能发汗退烧（证据不足，仅供参考）,待验证经验
cred_p211,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p212,说法：听说贴生姜片在脚心能止咳（证据不足，仅供参考）,待验证经验
cred_p213,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p214,说法：听说用花椒水泡脚能治感冒（证据不足，仅供参考）,待验证经验
cred_p215,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p216,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p217,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p218,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p219,说法：听说用盐水洗鼻子能预防感冒（证据不足，仅供参考）,待验证经验
cred_p220,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p221,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p222,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p223,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p224,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p225,说法：听说贴生姜片在脚心能止咳（证据不足，仅供参考）,待验证经验
cred_p226,说法：老人说给宝宝戴银手镯能辟邪保平安（证据不足，仅供参考）,待验证经验
cred_p227,误区：宝宝发烧可以用酒精擦身体（危险，不推荐）,风险经验
cred_p228,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p229,说法：听说用盐水洗鼻子能预防感冒（证据不足，仅供参考）,待验证经验
cred_p230,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p231,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p232,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p233,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p234,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p235,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p236,说法：听说用醋熏能给房间消毒（证据不足，仅供参考）,待验证经验
cred_p237,误区：给宝宝绑腿可以让腿更直（危险，不推荐）,风险经验
cred_p238,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p239,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p240,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p241,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p242,误区：给宝宝用成人的感冒药减量吃就可以（危险，不推荐）,风险经验
cred_p243,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p244,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p245,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p246,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p247,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p248,误区：给宝宝用成人的感冒药减量吃就可以（危险，不推荐）,风险经验
cred_p249,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p250,婴儿睡眠建议仰卧、硬床垫，床内不放枕头被褥和毛绒玩具，可降低窒息与婴儿猝死风险,科学经验
cred_p251,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p252,宝宝腹泻时重点是预防脱水，可按说明使用口服补液盐（ORS），出现少尿、嗜睡或血便应就医,科学经验
cred_p253,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p254,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
cred_p255,说法：老人说宝宝不能见生人，会吓着（证据不足，仅供参考）,待验证经验
cred_p256,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p257,说法：老人说给宝宝戴银手镯能辟邪保平安（证据不足，仅供参考）,待验证经验
cred_p258,说法：听说用花椒水泡脚能治感冒（证据不足，仅供参考）,待验证经验
cred_p259,误区：宝宝发烧要捂汗，出汗就退烧了（危险，不推荐）,风险经验
cred_p260,儿童咳嗽若伴喘憋、呼吸急促或持续时间较长，应就医评估；2岁以下不建议自行使用复方镇咳感冒药,科学经验
cred_p261,误区：宝宝发烧要捂汗，出汗就退烧了（危险，不推荐）,风险经验
cred_p262,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p263,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p264,误区：一岁以下宝宝咳嗽可以喂蜂蜜止咳（危险，不推荐）,风险经验
cred_p265,说法：听说用醋熏能给房间消毒（证据不足，仅供参考）,待验证经验
cred_p266,婴幼儿发热时应使用体温计测量并关注精神状态与补液，不建议酒精擦浴；出现抽搐、呼吸困难等应及时就医,科学经验
cred_p267,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p268,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p269,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p270,说法：听说用盐水洗鼻子能预防感冒（证据不足，仅供参考）,待验证经验
cred_p271,烫伤后应立即用流动凉水持续冲洗15-20分钟并及时评估是否需要就医,科学经验
cred_p272,添加辅食建议一次只加一种新食物并观察2-3天，出现明显皮疹、喘鸣或呕吐等过敏表现应停止并就医,科学经验
cred_p273,1岁以内不建议食用蜂蜜，以避免婴儿肉毒中毒风险,科学经验
cred_p274,2岁以下不建议长时间屏幕暴露，优先亲子阅读与游戏促进语言和社交发展,科学经验
cred_p275,说法：老人说给宝宝戴银手镯能辟邪保平安（证据不足，仅供参考）,待验证经验
cred_p276,婴幼儿乘车必须使用符合身高体重的安全座椅，抱着乘车无法在碰撞中保护孩子,科学经验
cred_p277,按免疫规划及时接种疫苗可显著降低多种传染病风险；接种后持续高热或过敏反应需就医,科学经验
