id,text,label
cred_e035,老年人应保持口腔卫生，定期检查牙齿,科学经验
cred_e036,说法：听说喝点姜汤能驱寒治感冒（证据不足，仅供参考）,待验证经验
cred_e037,说法：听说用艾草煮水泡脚能治关节痛（证据不足，仅供参考）,待验证经验
cred_e038,说法：老年人说喝骨头汤能补钙（证据不足，仅供参考）,待验证经验
cred_e039,说法：听说喝醋能软化血管（证据不足，仅供参考）,待验证经验
cred_e040,说法：老一辈说吃猪血能清肺（证据不足，仅供参考）,待验证经验
cred_e041,说法：听说用枸杞泡水能明目（证据不足，仅供参考）,待验证经验
cred_e042,说法：老年人说吃核桃能补脑（证据不足，仅供参考）,待验证经验
cred_e043,说法：听说喝红枣桂圆水能补气血（证据不足，仅供参考）,待验证经验
cred_e044,说法：老一辈说喝点药酒能活血（证据不足，仅供参考）,待验证经验
cred_e045,说法：听说拍打经络能排毒（证据不足，仅供参考）,待验证经验
cred_e046,说法：老年人说吃黑芝麻能让头发变黑（证据不足，仅供参考）,待验证经验
cred_e047,说法：听说用盐包热敷能治腰痛（证据不足，仅供参考）,待验证经验
cred_e048,说法：老一辈说喝绿豆汤能解毒（证据不足，仅供参考）,待验证经验
cred_e049,说法：听说吃生茄子能降血脂（证据不足，仅供参考）,待验证经验
cred_e050,说法：老年人说吃粗粮越多越好（证据不足，仅供参考）,待验证经验
cred_e051,说法：听说用花椒水泡脚能治脚气（证据不足，仅供参考）,待验证经验
cred_e052,说法：老一辈说喝淡盐水能排毒（证据不足，仅供参考）,待验证经验
cred_e053,说法：听说用生姜擦头皮能生发（证据不足，仅供参考）,待验证经验
cred_e054,说法：老年人说吃蜂胶能增强免疫力（证据不足，仅供参考）,待验证经验
cred_e055,说法：听说喝柠檬水能抗癌（证据不足，仅供参考）,待验证经验
cred_e056,说法：老一辈说不能洗澡太勤，会“伤元气”（证据不足，仅供参考）,待验证经验
cred_e057,说法：听说用热水袋敷肚子能治便秘（证据不足，仅供参考）,待验证经验
cred_e058,说法：老年人说吃猪蹄能补胶原蛋白（证据不足，仅供参考）,待验证经验
cred_e059,说法：听说用艾灸能治百病（证据不足，仅供参考）,待验证经验
cred_e060,说法：老一辈说吃安宫牛黄丸能预防中风（证据不足，仅供参考）,待验证经验
cred_e061,说法：听说喝蒲公英水能消炎（证据不足，仅供参考）,待验证经验
cred_e062,说法：老年人说吃南瓜能降血糖（证据不足，仅供参考）,待验证经验
cred_e063,说法：听说拔火罐能排湿气（证据不足，仅供参考）,待验证经验
cred_e064,说法：老一辈说吃茄子能降血压（证据不足，仅供参考）,待验证经验
cred_e065,说法：听说喝醋蛋液能软化血管（证据不足，仅供参考）,待验证经验
cred_e066,误区：老年人血压高没有不舒服就不用吃药（危险，不推荐）,风险经验
cred_e067,误区：听说吃某种保健品能根治高血压（危险，不推荐）,风险经验
cred_e068,误区：老年人关节痛要少活动多休息（危险，不推荐）,风险经验
cred_e069,误区：听说输液能疏通血管预防中风（危险，不推荐）,风险经验
cred_e070,误区：老年人便秘用力排便没关系（危险，不推荐）,风险经验
cred_e071,误区：听说糖尿病患者可以不用药，只靠饮食控制（危险，不推荐）,风险经验
cred_e072,误区：老年人跌倒后马上扶起来（危险，不推荐）,风险经验
cred_e073,误区：听说吃止痛药能缓解所有疼痛（危险，不推荐）,风险经验
cred_e074,误区：老年人可以自己加药量，效果好（危险，不推荐）,风险经验
cred_e075,误区：听说用热水泡脚时间越长越好（危险，不推荐）,风险经验
cred_e076,误区：老年人头晕可能是颈椎病，不用管（危险，不推荐）,风险经验
cred_e077,误区：听说吃阿司匹林能预防所有心脑血管病（危险，不推荐）,风险经验
cred_e078,误区：老年人骨质疏松可以多爬楼梯锻炼（危险，不推荐）,风险经验
cred_e079,误区：听说喝酒能活血化瘀降血压（危险，不推荐）,风险经验
cred_e080,误区：老年人忘记吃药后下一顿加倍补上（危险，不推荐）,风险经验
cred_e081,误区：听说用蜈蚣泡酒能治风湿（危险，不推荐）,风险经验
cred_e082,误区：老年人感觉没力气可以喝参汤提神（危险，不推荐）,风险经验
cred_e083,误区：听说吃鱼胆能明目（危险，不推荐）,风险经验
cred_e084,误区：老年人轻微脑梗不用去医院（危险，不推荐）,风险经验
cred_e085,误区：听说吃三七粉能替代降压药（危险，不推荐）,风险经验
cred_e086,误区：老年人失眠可以长期吃安眠药（危险，不推荐）,风险经验
cred_e087,误区：听说用生土豆片敷能消肿（危险，不推荐）,风险经验
cred_e088,误区：老年人关节响说明缺钙要猛补钙（危险，不推荐）,风险经验
cred_e089,误区：听说吃维生素C能预防感冒就大量吃（危险，不推荐）,风险经验
cred_e090,误区：老年人胃痛可以自己吃胃药（危险，不推荐）,风险经验
cred_e091,误区：听说喝符水能治病（危险，不推荐）,风险经验
cred_e092,误区：老年人摔伤后自己用跌打酒揉搓（危险，不推荐）,风险经验
cred_e093,误区：听说吃朱砂能安神（危险，不推荐）,风险经验
cred_e094,误区：老年人糖尿病脚麻是正常现象不用管（危险，不推荐）,风险经验
cred_e095,误区：听说刮痧能治高血压（危险，不推荐）,风险经验
cred_e096,误区：老年人胃口不好可以只喝稀饭（危险，不推荐）,风险经验
cred_e097,误区：听说用盐水漱口能治喉咙痛就大量喝盐水（危险，不推荐）,风险经验
cred_e098,误区：老年人突发胸痛可以忍一忍（危险，不推荐）,风险经验
cred_e099,误区：听说吃生鱼胆能治眼病（危险，不推荐）,风险经验
cred_e100,误区：老年人摔倒后觉得没事就不去医院检查（危险，不推荐）,风险经验
cred_e101,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e102,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e103,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e104,误区：头晕就自己加大降压药剂量（危险，不推荐）,风险经验
cred_e105,说法：听说吃维生素C能预防感冒就大量吃（证据不足，仅供参考）,待验证经验
cred_e106,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e107,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e108,说法：听说贴膏药能治所有腰腿痛（证据不足，仅供参考）,待验证经验
cred_e109,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e110,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e111,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e112,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e113,说法：听说用盐水漱口能治喉咙痛就大量喝盐水（证据不足，仅供参考）,待验证经验
cred_e114,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e115,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e116,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e117,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e118,误区：出现黑便或呕血也不用就医（危险，不推荐）,风险经验
cred_e119,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e120,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e121,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e122,说法：听说刮痧能治高血压（证据不足，仅供参考）,待验证经验
cred_e123,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e124,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e125,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e126,说法：听说刮痧能治高血压（证据不足，仅供参考）,待验证经验
cred_e127,误区：胃痛可以自己长期吃止痛药扛过去（危险，不推荐）,风险经验
cred_e128,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e129,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e130,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e131,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e132,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e133,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e134,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e135,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e136,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e137,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e138,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e139,说法：听说喝醋能软化血管（证据不足，仅供参考）,待验证经验
cred_e140,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e141,误区：出现黑便或呕血也不用就医（危险，不推荐）,风险经验
cred_e142,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e143,说法：听说刮痧能治高血压（证据不足，仅供参考）,待验证经验
cred_e144,说法：听说喝红酒对心脏好所以多喝（证据不足，仅供参考）,待验证经验
cred_e145,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e146,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e147,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e148,误区：糖尿病脚发麻是正常现象不用管（危险，不推荐）,风险经验
cred_e149,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e150,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e151,说法：听说吃维生素C能预防感冒就大量吃（证据不足，仅供参考）,待验证经验
cred_e152,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e153,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e154,说法：听说用保健品就能替代降压药（证据不足，仅供参考）,待验证经验
cred_e155,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e156,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e157,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e158,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e159,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e160,说法：听说用艾草煮水泡脚能治关节痛（证据不足，仅供参考）,待验证经验
cred_e161,说法：听说吃维生素C能预防感冒就大量吃（证据不足，仅供参考）,待验证经验
cred_e162,说法：听说喝红酒对心脏好所以多喝（证据不足，仅供参考）,待验证经验
cred_e163,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e164,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e165,说法：听说用盐水漱口能治喉咙痛就大量喝盐水（证据不足，仅供参考）,待验证经验
cred_e166,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e167,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e168,说法：老年人说喝骨头汤能补钙（证据不足，仅供参考）,待验证经验
cred_e169,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e170,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e171,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e172,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e173,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e174,误区：胃痛可以自己长期吃止痛药扛过去（危险，不推荐）,风险经验
cred_e175,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e176,说法：老年人说喝骨头汤能补钙（证据不足，仅供参考）,待验证经验
cred_e177,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e178,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e179,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e180,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e181,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e182,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e183,说法：听说用艾草煮水泡脚能治关节痛（证据不足，仅供参考）,待验证经验
cred_e184,说法：听说喝红酒对心脏好所以多喝（证据不足，仅供参考）,待验证经验
cred_e185,误区：血压高就完全不吃药只靠保健品（危险，不推荐）,风险经验
cred_e186,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e187,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e188,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e189,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e190,误区：糖尿病脚发麻是正常现象不用管（危险，不推荐）,风险经验
cred_e191,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e192,误区：胃痛可以自己长期吃止痛药扛过去（危险，不推荐）,风险经验
cred_e193,误区：出现黑便或呕血也不用就医（危险，不推荐）,风险经验
cred_e194,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e195,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e196,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e197,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e198,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e199,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e200,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e201,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e202,说法：听说喝醋能软化血管（证据不足，仅供参考）,待验证经验
cred_e203,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e204,说法：听说用盐水漱口能治喉咙痛就大量喝盐水（证据不足，仅供参考）,待验证经验
cred_e205,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e206,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e207,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e208,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e209,误区：出现黑便或呕血也不用就医（危险，不推荐）,风险经验
cred_e210,误区：出现黑便或呕血也不用就医（危险，不推荐）,风险经验
cred_e211,说法：听说用艾草煮水泡脚能治关节痛（证据不足，仅供参考）,待验证经验
cred_e212,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e213,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e214,说法：听说用保健品就能替代降压药（证据不足，仅供参考）,待验证经验
cred_e215,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e216,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e217,说法：听说用保健品就能替代降压药（证据不足，仅供参考）,待验证经验
cred_e218,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e219,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e220,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e221,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e222,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e223,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e224,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e225,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e226,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e227,说法：听说吃维生素C能预防感冒就大量吃（证据不足，仅供参考）,待验证经验
cred_e228,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e229,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e230,误区：糖尿病脚发麻是正常现象不用管（危险，不推荐）,风险经验
cred_e231,误区：听说吃生鱼胆能治眼病（危险，不推荐）,风险经验
cred_e232,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e233,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e234,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e235,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e236,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e237,说法：听说吃维生素C能预防感冒就大量吃（证据不足，仅供参考）,待验证经验
cred_e238,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e239,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e240,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e241,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e242,说法：听说喝点姜汤能驱寒治感冒（证据不足，仅供参考）,待验证经验
cred_e243,说法：听说喝红酒对心脏好所以多喝（证据不足，仅供参考）,待验证经验
cred_e244,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e245,误区：骨折后自己在家硬扳复位（危险，不推荐）,风险经验
cred_e246,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e247,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e248,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e249,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e250,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e251,说法：老年人说喝骨头汤能补钙（证据不足，仅供参考）,待验证经验
cred_e252,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e253,说法：听说吃维生素C能预防感冒就大量吃（证据不足，仅供参考）,待验证经验
cred_e254,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e255,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e256,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e257,误区：糖尿病脚发麻是正常现象不用管（危险，不推荐）,风险经验
cred_e258,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e259,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e260,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e261,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e262,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e263,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e264,说法：老年人说喝骨头汤能补钙（证据不足，仅供参考）,待验证经验
cred_e265,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e266,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e267,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e268,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e269,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e270,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e271,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e272,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e273,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e274,说法：听说用艾草煮水泡脚能治关节痛（证据不足，仅供参考）,待验证经验
cred_e275,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e276,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e277,误区：糖尿病脚发麻是正常现象不用管（危险，不推荐）,风险经验
cred_e278,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e279,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e280,高血压患者应规律监测血压并遵医嘱长期规范用药，擅自停药会增加卒中风险,科学经验
cred_e281,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e282,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e283,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e284,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e285,出现胸痛、胸闷、突发言语不清或肢体无力等症状应立即就医排除急症,科学经验
cred_e286,说法：听说贴膏药能治所有腰腿痛（证据不足，仅供参考）,待验证经验
cred_e287,误区：用偏方停掉抗凝药更安全（危险，不推荐）,风险经验
cred_e288,误区：老年人突发胸痛可以忍一忍（危险，不推荐）,风险经验
cred_e289,预防跌倒可通过居家防滑与扶手改造、夜间照明、下肢力量和平衡训练综合干预,科学经验
cred_e290,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e291,说法：听说贴膏药能治所有腰腿痛（证据不足，仅供参考）,待验证经验
cred_e292,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e293,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
cred_e294,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e295,老年人每周累计≥150分钟中等强度有氧运动并配合力量训练，有助于延缓肌少症,科学经验
cred_e296,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e297,误区：出现黑便或呕血也不用就医（危险，不推荐）,风险经验
cred_e298,老年人建议按需接种流感和肺炎球菌疫苗以降低重症风险，具体禁忌需咨询门诊,科学经验
cred_e299,糖尿病患者需规律监测血糖并按方案治疗，出现低血糖症状应及时处理并评估原因,科学经验
cred_e300,便秘可通过增加膳食纤维、饮水和运动改善，长期使用刺激性泻药需医生指导,科学经验
cred_e301,老年人控盐（每日食盐不超过5克）有助于降低高血压与心脑血管风险,科学经验
cred_e302,长期失眠应先改善睡眠卫生并评估诱因，镇静催眠药需在医生指导下使用以降低跌倒风险,科学经验
cred_e303,多病共存老人应进行药物复核并随身携带用药清单，避免重复成分和药物相互作用,科学经验
