id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags,dialect
exp_p104,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,96,89,99,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p105,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,100,98,84,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p106,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,96,83,94,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p107,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,96,84,93,safe,"['发热护理', '就医', '安全用药', '48月']",普通话+动作
exp_p108,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,93,86,88,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p109,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,95,78,90,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p110,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,99,84,88,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p111,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,100,89,95,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p112,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,93,86,90,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p113,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,93,97,88,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p114,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,知识启蒙,97,89,96,safe,"['发育', '互动', '习惯', '48月']",普通话
exp_p115,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,96,83,90,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p116,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,知识启蒙,91,84,90,safe,"['发育', '互动', '习惯', '12月']",普通话
exp_p117,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,93,93,89,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p118,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,100,89,85,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p119,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,97,88,97,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p120,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,96,83,95,safe,"['安全', '防误食', '防溺水', '急救']",川渝
exp_p121,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,100,95,89,safe,"['卫生', '洗手', '预防', '感染']",川渝
exp_p122,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,95,90,91,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p123,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,97,94,94,safe,"['卫生', '洗手', '预防', '感染']",普通话+动作
exp_p124,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,94,86,89,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p125,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,98,95,89,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p126,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,96,80,98,safe,"['发热护理', '就医', '安全用药', '1月']",普通话
exp_p127,8个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,99,89,89,safe,"['喂养', '8月', '辅食', '营养']",普通话
exp_p128,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,94,82,88,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p129,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,92,87,92,safe,"['睡眠', '36月', '作息', '安全']",川渝
exp_p130,2个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,99,89,93,safe,"['喂养', '2月', '辅食', '营养']",普通话
exp_p131,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,95,80,97,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p132,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,100,85,90,safe,"['发热护理', '就医', '安全用药', '3月']",普通话+动作
exp_p133,10个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,92,88,94,safe,"['喂养', '10月', '辅食', '营养']",普通话
exp_p134,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,100,86,96,safe,"['睡眠', '6月', '作息', '安全']",普通话+动作
exp_p135,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,97,84,88,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p136,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,96,99,86,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p137,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,95,84,87,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p138,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,95,81,97,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p139,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,99,90,98,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p140,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,97,92,95,safe,"['睡眠', '0月', '作息', '安全']",普通话
exp_p141,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,95,85,93,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p142,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,93,86,91,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p143,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,98,88,100,safe,"['安全', '防误食', '防溺水', '急救']",川渝
exp_p144,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,97,89,93,safe,"['发热护理', '就医', '安全用药', '8月']",普通话
exp_p145,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,94,85,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p146,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,93,89,89,safe,"['喂养', '18月', '辅食', '营养']",普通话+动作
exp_p147,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,94,93,89,safe,"['喂养', '18月', '辅食', '营养']",普通话
exp_p148,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,95,87,90,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p149,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,97,80,94,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p150,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,92,88,94,safe,"['睡眠', '60月', '作息', '安全']",川渝
exp_p151,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,92,85,91,safe,"['喂养', '3月', '辅食', '营养']",普通话
exp_p152,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,99,92,99,safe,"['喂养', '8月', '辅食', '营养']",普通话
exp_p153,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,98,80,91,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p154,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,93,87,98,safe,"['睡眠', '60月', '作息', '安全']",普通话
exp_p155,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,99,87,98,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p156,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,99,92,88,safe,"['卫生', '洗手', '预防', '感染']",川渝
exp_p157,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,96,81,86,safe,"['过敏', '辅食', '观察', '就医']",普通话
